point_id,cell_id,cut,frame,x,y,timestamp,x_pixel_size,y_pixel_size,cut_time,frame_rel,x_parallel,x_perpendicular,cut_length,vx,vy,velocity,v_parallel,v_perpendicular,velocity_cut
5,220530-E1_Out,False,5,309.0,181.0,2734.999678168,0.05035490409067586,0.05035490409067586,4,1,0.8381443298969072,-31.69066010900262,93.43446901438462,-1.0,-1.0,1.4142135623730951,0.009621993127147843,-1.0916742084154905,1.091716611612797
5,220530-E1_Out,False,6,308.0,180.0,2736.0113948880003,0.05035490409067586,0.05035490409067586,4,2,0.8477663230240551,-32.78233431741811,93.43446901438462,0.0,0.0,0.0,0.0,0.0,0.0
5,220530-E1_Out,False,7,308.0,180.0,2737.007223848,0.05035490409067586,0.05035490409067586,4,3,0.8477663230240551,-32.78233431741811,93.43446901438462,-1.0,-1.0,1.4142135623730951,0.009621993127147732,-1.0916742084154905,1.091716611612797
5,220530-E1_Out,False,8,307.0,179.0,2738.003052808,0.05035490409067586,0.05035490409067586,4,4,0.8573883161512028,-33.8740085258336,93.43446901438462,-1.0,-1.0,1.4142135623730951,0.009621993127147843,-1.0916742084154905,1.091716611612797
5,220530-E1_Out,False,9,306.0,178.0,2739.014769528,0.05035490409067586,0.05035490409067586,4,5,0.8670103092783507,-34.96568273424909,93.43446901438462,0.0,0.0,0.0,0.0,0.0,0.0
5,220530-E1_Out,False,10,306.0,178.0,2740.010598488,0.05035490409067586,0.05035490409067586,4,6,0.8670103092783507,-34.96568273424909,93.43446901438462,,,,,,
6,220530-E1_Out,False,3,316.0,184.0,2731.2288780000003,0.05035490409067586,0.05035490409067586,4,-1,0.8134020618556702,-24.43423742953495,93.43446901438462,-7.0,-2.0,7.280109889280518,0.01408934707903775,-7.160098484607481,7.160112346812685
6,220530-E1_Out,False,4,309.0,182.0,2734.0038492080002,0.05035490409067586,0.05035490409067586,4,0,0.827491408934708,-31.59433591414243,93.43446901438462,-2.0,-1.0,2.23606797749979,0.00859106529209619,-2.0870242219707897,2.087041904106296
6,220530-E1_Out,False,5,307.0,181.0,2734.999678168,0.05035490409067586,0.05035490409067586,4,1,0.8360824742268042,-33.68136013611322,93.43446901438462,-1.0,-2.0,2.23606797749979,0.02027491408934723,-1.1879984032756852,1.1881714010726347
6,220530-E1_Out,False,6,306.0,179.0,2736.0113948880003,0.05035490409067586,0.05035490409067586,4,2,0.8563573883161514,-34.869358539388905,93.43446901438462,-1.0,-2.0,2.23606797749979,0.020274914089347118,-1.187998403275678,1.1881714010726276
6,220530-E1_Out,False,7,305.0,177.0,2737.007223848,0.05035490409067586,0.05035490409067586,4,3,0.8766323024054985,-36.05735694266458,93.43446901438462,-2.0,0.0,2.0,-0.0020618556701031965,-1.9907000271106057,1.9907010948876707
6,220530-E1_Out,False,8,303.0,177.0,2738.003052808,0.05035490409067586,0.05035490409067586,4,4,0.8745704467353953,-38.04805696977519,93.43446901438462,-1.0,0.0,1.0,-0.0010309278350515427,-0.9953500135552957,0.9953505474438282
6,220530-E1_Out,False,9,302.0,177.0,2739.014769528,0.05035490409067586,0.05035490409067586,4,5,0.8735395189003438,-39.043406983330485,93.43446901438462,-1.0,0.0,1.0,-0.0010309278350514317,-0.9953500135552957,0.9953505474438282
6,220530-E1_Out,False,10,301.0,177.0,2740.010598488,0.05035490409067586,0.05035490409067586,4,6,0.8725085910652923,-40.03875699688578,93.43446901438462,-1.0,0.0,1.0,-0.0010309278350515427,-0.9953500135553099,0.9953505474438424
6,220530-E1_Out,False,11,300.0,177.0,2741.006427448,0.05035490409067586,0.05035490409067586,4,7,0.8714776632302408,-41.03410701044109,93.43446901438462,-1.0,0.0,1.0,-0.0010309278350515427,-0.9953500135552957,0.9953505474438282
6,220530-E1_Out,False,12,299.0,177.0,2742.018144168,0.05035490409067586,0.05035490409067586,4,8,0.8704467353951892,-42.029457023996386,93.43446901438462,,,,,,
7,220530-E1_Out,True,4,333.0,262.0,2734.0038492080002,0.05035490409067586,0.05035490409067586,4,0,0.0,0.0,93.43446901438462,,,,,,
8,220530-E1_Out,True,4,342.0,169.0,2734.0038492080002,0.05035490409067586,0.05035490409067586,4,0,1.0000000000000002,0.0,93.43446901438462,,,,,,
9,220530-E2_Out,False,3,298.0,239.0,3587.08270888,0.05035490409067586,0.05035490409067586,4,-1,0.45741904301594977,18.641166499136418,101.71037311896953,5.0,3.0,5.830951894845301,-0.023489608506524817,5.319024829131223,5.319076695689039
9,220530-E2_Out,False,4,303.0,242.0,3589.809984416,0.05035490409067586,0.05035490409067586,4,0,0.43392943450942495,23.96019132826764,101.71037311896953,1.0,0.0,1.0,0.0011599806669888024,0.9930157259561057,0.9930164034653604
9,220530-E2_Out,False,5,304.0,242.0,3590.805813376,0.05035490409067586,0.05035490409067586,4,1,0.43508941517641375,24.953207054223746,101.71037311896953,1.0,0.0,1.0,0.0011599806669889134,0.9930157259561128,0.9930164034653673
9,220530-E2_Out,False,6,305.0,242.0,3591.817530096,0.05035490409067586,0.05035490409067586,4,2,0.43624939584340267,25.94622278017986,101.71037311896953,0.0,0.0,0.0,0.0,0.0,0.0
9,220530-E2_Out,False,7,305.0,242.0,3592.813359056,0.05035490409067586,0.05035490409067586,4,3,0.43624939584340267,25.94622278017986,101.71037311896953,,,,,,
10,220530-E2_Out,False,3,250.0,251.0,3587.08270888,0.05035490409067586,0.05035490409067586,4,-1,0.2845819236346061,-27.607803549353935,101.71037311896953,-6.0,1.0,6.082762530298219,-0.016723054615756405,-5.840112289286406,5.8401362323176835
10,220530-E2_Out,False,4,244.0,252.0,3589.809984416,0.05035490409067586,0.05035490409067586,4,0,0.2678588690188497,-33.44791583864034,101.71037311896953,-1.0,0.0,1.0,-0.001159980666988858,-0.9930157259561128,0.9930164034653673
10,220530-E2_Out,False,5,243.0,252.0,3590.805813376,0.05035490409067586,0.05035490409067586,4,1,0.26669888835186084,-34.440931564596454,101.71037311896953,-2.0,1.0,2.23606797749979,-0.012083131947800918,-1.8680493854619797,1.8680884638053274
10,220530-E2_Out,False,6,241.0,253.0,3591.817530096,0.05035490409067586,0.05035490409067586,4,2,0.2546157564040599,-36.308980950058434,101.71037311896953,-1.0,0.0,1.0,-0.001159980666988858,-0.9930157259561057,0.9930164034653604
10,220530-E2_Out,False,7,240.0,253.0,3592.813359056,0.05035490409067586,0.05035490409067586,4,3,0.25345577573707107,-37.30199667601454,101.71037311896953,-1.0,0.0,1.0,-0.001159980666988858,-0.9930157259561057,0.9930164034653604
10,220530-E2_Out,False,8,239.0,253.0,3593.809188016,0.05035490409067586,0.05035490409067586,4,4,0.2522957950700822,-38.295012401970645,101.71037311896953,-3.0,0.0,3.0,-0.003479942000966657,-2.979047177868317,2.979049210396081
10,220530-E2_Out,False,9,236.0,253.0,3594.820904736,0.05035490409067586,0.05035490409067586,4,5,0.24881585306911555,-41.27405957983896,101.71037311896953,-1.0,1.0,1.4142135623730951,-0.010923151280812005,-0.8750336595058812,0.8751018343610977
10,220530-E2_Out,False,10,235.0,254.0,3595.816733696,0.05035490409067586,0.05035490409067586,4,6,0.23789270178830355,-42.14909323934484,101.71037311896953,-1.0,0.0,1.0,-0.0011599806669888857,-0.9930157259561128,0.9930164034653673
10,220530-E2_Out,False,11,234.0,254.0,3596.8125626560004,0.05035490409067586,0.05035490409067586,4,7,0.23673272112131466,-43.142108965300956,101.71037311896953,,,,,,
12,220530-E2_Out,False,3,253.0,217.0,3587.08270888,0.05035490409067586,0.05035490409067586,4,-1,0.6200096665055583,-28.640146630793453,101.71037311896953,-8.0,-1.0,8.06225774829855,0.0004833252779119501,-8.062107874099084,8.062107888586818
12,220530-E2_Out,False,4,245.0,216.0,3589.809984416,0.05035490409067586,0.05035490409067586,4,0,0.6204929917834703,-36.70225450489254,101.71037311896953,0.0,1.0,1.0,-0.009763170613823036,0.11798206645023157,0.11838533483629413
12,220530-E2_Out,False,5,245.0,217.0,3590.805813376,0.05035490409067586,0.05035490409067586,4,1,0.6107298211696472,-36.584272438442305,101.71037311896953,-1.0,0.0,1.0,-0.001159980666988858,-0.9930157259561057,0.9930164034653604
12,220530-E2_Out,False,6,244.0,217.0,3591.817530096,0.05035490409067586,0.05035490409067586,4,2,0.6095698405026584,-37.57728816439841,101.71037311896953,-1.0,0.0,1.0,-0.001159980666988858,-0.9930157259561128,0.9930164034653673
12,220530-E2_Out,False,7,243.0,217.0,3592.813359056,0.05035490409067586,0.05035490409067586,4,3,0.6084098598356695,-38.57030389035452,101.71037311896953,-2.0,0.0,2.0,-0.002319961333977827,-1.9860314519122113,1.9860328069307207
12,220530-E2_Out,False,8,241.0,217.0,3593.809188016,0.05035490409067586,0.05035490409067586,4,4,0.6060898985016917,-40.556335342266735,101.71037311896953,-1.0,1.0,1.4142135623730951,-0.010923151280812005,-0.8750336595058741,0.8751018343610906
12,220530-E2_Out,False,9,240.0,218.0,3594.820904736,0.05035490409067586,0.05035490409067586,4,5,0.5951667472208797,-41.43136900177261,101.71037311896953,-1.0,0.0,1.0,-0.001159980666988858,-0.9930157259561057,0.9930164034653604
12,220530-E2_Out,False,10,239.0,218.0,3595.816733696,0.05035490409067586,0.05035490409067586,4,6,0.5940067665538908,-42.424384727728714,101.71037311896953,-1.0,0.0,1.0,-0.001159980666988858,-0.9930157259561057,0.9930164034653604
12,220530-E2_Out,False,11,238.0,218.0,3596.8125626560004,0.05035490409067586,0.05035490409067586,4,7,0.592846785886902,-43.41740045368482,101.71037311896953,,,,,,
13,220530-E2_Out,True,4,274.0,283.0,3589.809984416,0.05035490409067586,0.05035490409067586,4,0,0.0,0.0,101.71037311896953,,,,,,
14,220530-E2_Out,True,4,286.0,182.0,3589.809984416,0.05035490409067586,0.05035490409067586,4,0,1.0000000000000002,1.7763568394002505e-15,101.71037311896953,,,,,,
15,220530-E3_Out,False,3,347.0,272.0,12801.584541336,0.05035490409067586,0.05035490409067586,4,-1,0.5102667744543249,21.614719976078817,111.22050170719426,-1.0,1.0,1.4142135623730951,-0.009539207760711377,0.9350793999634774,0.9351280557874194
15,220530-E3_Out,False,4,346.0,273.0,12804.469119436,0.05035490409067586,0.05035490409067586,4,0,0.5007275666936135,22.549799376042294,111.22050170719426,1.0,2.0,2.23606797749979,0.007841552142279662,2.0589729095349583,2.058987841668535
15,220530-E3_Out,False,5,347.0,275.0,12805.464948396,0.05035490409067586,0.05035490409067586,4,1,0.5085691188358932,24.608772285577253,111.22050170719426,-1.0,0.0,1.0,-0.008973322554567453,-0.0629380365360035,0.06357449929551644
15,220530-E3_Out,False,6,346.0,275.0,12806.460777356,0.05035490409067586,0.05035490409067586,4,2,0.4995957962813257,24.54583424904125,111.22050170719426,0.0,1.0,1.0,-0.0005658852061439235,0.9980174364994809,0.9980175969305661
15,220530-E3_Out,False,7,346.0,276.0,12807.456606316,0.05035490409067586,0.05035490409067586,4,3,0.4990299110751818,25.54385168554073,111.22050170719426,0.0,1.0,1.0,-0.000565885206143868,0.9980174364994809,0.9980175969305661
15,220530-E3_Out,False,8,346.0,277.0,12808.468323036,0.05035490409067586,0.05035490409067586,4,4,0.49846402586903793,26.54186912204021,111.22050170719426,1.0,0.0,1.0,0.008973322554567509,0.0629380365360035,0.06357449929551644
15,220530-E3_Out,False,9,347.0,277.0,12809.464151996,0.05035490409067586,0.05035490409067586,4,5,0.5074373484236054,26.604807158576214,111.22050170719426,0.0,1.0,1.0,-0.000565885206143868,0.9980174364994809,0.9980175969305661
15,220530-E3_Out,False,10,347.0,278.0,12810.444093196002,0.05035490409067586,0.05035490409067586,4,6,0.5068714632174616,27.602824595075695,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
15,220530-E3_Out,False,11,347.0,278.0,12811.455809916,0.05035490409067586,0.05035490409067586,4,7,0.5068714632174616,27.602824595075695,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
15,220530-E3_Out,False,12,347.0,278.0,12812.451638876,0.05035490409067586,0.05035490409067586,4,8,0.5068714632174616,27.602824595075695,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
15,220530-E3_Out,False,13,347.0,278.0,12813.447467836,0.05035490409067586,0.05035490409067586,4,9,0.5068714632174616,27.602824595075695,111.22050170719426,,,,,,
16,220530-E3_Out,False,3,331.0,270.0,12801.584541336,0.05035490409067586,0.05035490409067586,4,-1,0.3678253839935327,18.611676518503806,111.22050170719426,2.0,3.0,3.605551275463989,0.016248989490703303,3.1199283825704427,3.1199706957002156
16,220530-E3_Out,False,4,333.0,273.0,12804.469119436,0.05035490409067586,0.05035490409067586,4,0,0.384074373484236,21.73160490107425,111.22050170719426,0.0,2.0,2.0,-0.0011317704122877914,1.9960348729989619,1.9960351938611323
16,220530-E3_Out,False,5,333.0,275.0,12805.464948396,0.05035490409067586,0.05035490409067586,4,1,0.3829426030719482,23.72763977407321,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
16,220530-E3_Out,False,6,333.0,275.0,12806.460777356,0.05035490409067586,0.05035490409067586,4,2,0.3829426030719482,23.72763977407321,111.22050170719426,0.0,1.0,1.0,-0.000565885206143868,0.9980174364994809,0.9980175969305661
16,220530-E3_Out,False,7,333.0,276.0,12807.456606316,0.05035490409067586,0.05035490409067586,4,3,0.38237671786580435,24.72565721057269,111.22050170719426,-1.0,1.0,1.4142135623730951,-0.009539207760711432,0.9350793999634774,0.9351280557874194
16,220530-E3_Out,False,8,332.0,277.0,12808.468323036,0.05035490409067586,0.05035490409067586,4,4,0.3728375101050929,25.66073661053617,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
16,220530-E3_Out,False,9,332.0,277.0,12809.464151996,0.05035490409067586,0.05035490409067586,4,5,0.3728375101050929,25.66073661053617,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
16,220530-E3_Out,False,10,332.0,277.0,12810.444093196002,0.05035490409067586,0.05035490409067586,4,6,0.3728375101050929,25.66073661053617,111.22050170719426,-1.0,0.0,1.0,-0.008973322554567509,-0.0629380365360035,0.06357449929551644
16,220530-E3_Out,False,11,331.0,277.0,12811.455809916,0.05035490409067586,0.05035490409067586,4,7,0.3638641875505254,25.597798574000166,111.22050170719426,,,,,,
17,220530-E3_Out,False,3,322.0,277.0,12801.584541336,0.05035490409067586,0.05035490409067586,4,-1,0.2831042845594179,25.031356245176134,111.22050170719426,0.0,4.0,4.0,-0.002263540824575583,3.9920697459979166,3.9920703877222574
17,220530-E3_Out,False,4,322.0,281.0,12804.469119436,0.05035490409067586,0.05035490409067586,4,0,0.2808407437348423,29.02342599117405,111.22050170719426,-1.0,1.0,1.4142135623730951,-0.009539207760711377,0.9350793999634774,0.9351280557874194
17,220530-E3_Out,False,5,321.0,282.0,12805.464948396,0.05035490409067586,0.05035490409067586,4,1,0.2713015359741309,29.95850539113753,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
17,220530-E3_Out,False,6,321.0,282.0,12806.460777356,0.05035490409067586,0.05035490409067586,4,2,0.2713015359741309,29.95850539113753,111.22050170719426,0.0,1.0,1.0,-0.0005658852061439235,0.9980174364994809,0.9980175969305661
17,220530-E3_Out,False,7,321.0,283.0,12807.456606316,0.05035490409067586,0.05035490409067586,4,3,0.270735650767987,30.95652282763701,111.22050170719426,0.0,1.0,1.0,-0.000565885206143868,0.9980174364994809,0.9980175969305661
17,220530-E3_Out,False,8,321.0,284.0,12808.468323036,0.05035490409067586,0.05035490409067586,4,4,0.27016976556184313,31.95454026413649,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
17,220530-E3_Out,False,9,321.0,284.0,12809.464151996,0.05035490409067586,0.05035490409067586,4,5,0.27016976556184313,31.95454026413649,111.22050170719426,0.0,1.0,1.0,-0.0005658852061439235,0.9980174364994738,0.998017596930559
17,220530-E3_Out,False,10,321.0,285.0,12810.444093196002,0.05035490409067586,0.05035490409067586,4,6,0.2696038803556992,32.952557700635964,111.22050170719426,,,,,,
18,220530-E3_Out,False,3,348.0,225.0,12801.584541336,0.05035490409067586,0.05035490409067586,4,-1,0.5458367016976555,-25.229161502860716,111.22050170719426,0.0,-1.0,1.0,0.000565885206143979,-0.9980174364994809,0.9980175969305661
18,220530-E3_Out,False,4,348.0,224.0,12804.469119436,0.05035490409067586,0.05035490409067586,4,0,0.5464025869037995,-26.227178939360197,111.22050170719426,0.0,-1.0,1.0,0.000565885206143868,-0.9980174364994774,0.9980175969305626
18,220530-E3_Out,False,5,348.0,223.0,12805.464948396,0.05035490409067586,0.05035490409067586,4,1,0.5469684721099434,-27.225196375859674,111.22050170719426,1.0,-1.0,1.4142135623730951,0.009539207760711377,-0.9350793999634774,0.9351280557874194
18,220530-E3_Out,False,6,349.0,222.0,12806.460777356,0.05035490409067586,0.05035490409067586,4,2,0.5565076798706547,-28.160275775823152,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
18,220530-E3_Out,False,7,349.0,222.0,12807.456606316,0.05035490409067586,0.05035490409067586,4,3,0.5565076798706547,-28.160275775823152,111.22050170719426,0.0,-1.0,1.0,0.000565885206143979,-0.9980174364994774,0.9980175969305626
18,220530-E3_Out,False,8,349.0,221.0,12808.468323036,0.05035490409067586,0.05035490409067586,4,4,0.5570735650767987,-29.15829321232263,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
18,220530-E3_Out,False,9,349.0,221.0,12809.464151996,0.05035490409067586,0.05035490409067586,4,5,0.5570735650767987,-29.15829321232263,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
18,220530-E3_Out,False,10,349.0,221.0,12810.444093196002,0.05035490409067586,0.05035490409067586,4,6,0.5570735650767987,-29.15829321232263,111.22050170719426,,,,,,
19,220530-E3_Out,False,3,337.0,286.0,12801.584541336,0.05035490409067586,0.05035490409067586,4,-1,0.4126111560226353,34.9575837217115,111.22050170719426,0.0,4.0,4.0,-0.002263540824575583,3.9920697459979166,3.9920703877222574
19,220530-E3_Out,False,4,337.0,290.0,12804.469119436,0.05035490409067586,0.05035490409067586,4,0,0.41034761519805973,38.94965346770942,111.22050170719426,1.0,1.0,1.4142135623730951,0.008407437348423585,1.0609554730354773,1.0609887844679138
19,220530-E3_Out,False,5,338.0,291.0,12805.464948396,0.05035490409067586,0.05035490409067586,4,1,0.4187550525464833,40.010608940744895,111.22050170719426,0.0,1.0,1.0,-0.0005658852061438124,0.9980174364994809,0.9980175969305661
19,220530-E3_Out,False,6,338.0,292.0,12806.460777356,0.05035490409067586,0.05035490409067586,4,2,0.4181891673403395,41.008626377244376,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
19,220530-E3_Out,False,7,338.0,292.0,12807.456606316,0.05035490409067586,0.05035490409067586,4,3,0.4181891673403395,41.008626377244376,111.22050170719426,0.0,1.0,1.0,-0.000565885206143979,0.9980174364994809,0.9980175969305661
19,220530-E3_Out,False,8,338.0,293.0,12808.468323036,0.05035490409067586,0.05035490409067586,4,4,0.41762328213419553,42.00664381374386,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
19,220530-E3_Out,False,9,338.0,293.0,12809.464151996,0.05035490409067586,0.05035490409067586,4,5,0.41762328213419553,42.00664381374386,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
19,220530-E3_Out,False,10,338.0,293.0,12810.444093196002,0.05035490409067586,0.05035490409067586,4,6,0.41762328213419553,42.00664381374386,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
19,220530-E3_Out,False,11,338.0,293.0,12811.455809916,0.05035490409067586,0.05035490409067586,4,7,0.41762328213419553,42.00664381374386,111.22050170719426,,,,,,
20,220530-E3_Out,False,3,368.0,234.0,12801.584541336,0.05035490409067586,0.05035490409067586,4,-1,0.7202101859337106,-14.988243843645336,111.22050170719426,1.0,-4.0,4.123105625617661,0.011236863379143092,-3.929131709461913,3.9291477774954835
20,220530-E3_Out,False,4,369.0,230.0,12804.469119436,0.05035490409067586,0.05035490409067586,4,0,0.7314470493128536,-18.91737555310725,111.22050170719426,0.0,-1.0,1.0,0.000565885206143868,-0.9980174364994809,0.9980175969305661
20,220530-E3_Out,False,5,369.0,229.0,12805.464948396,0.05035490409067586,0.05035490409067586,4,1,0.7320129345189975,-19.91539298960673,111.22050170719426,0.0,-1.0,1.0,0.000565885206143868,-0.9980174364994774,0.9980175969305626
20,220530-E3_Out,False,6,369.0,228.0,12806.460777356,0.05035490409067586,0.05035490409067586,4,2,0.7325788197251414,-20.913410426106207,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
20,220530-E3_Out,False,7,369.0,228.0,12807.456606316,0.05035490409067586,0.05035490409067586,4,3,0.7325788197251414,-20.913410426106207,111.22050170719426,-1.0,-1.0,1.4142135623730951,-0.008407437348423641,-1.0609554730354844,1.0609887844679209
20,220530-E3_Out,False,8,368.0,227.0,12808.468323036,0.05035490409067586,0.05035490409067586,4,4,0.7241713823767177,-21.97436589914169,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
20,220530-E3_Out,False,9,368.0,227.0,12809.464151996,0.05035490409067586,0.05035490409067586,4,5,0.7241713823767177,-21.97436589914169,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
20,220530-E3_Out,False,10,368.0,227.0,12810.444093196002,0.05035490409067586,0.05035490409067586,4,6,0.7241713823767177,-21.97436589914169,111.22050170719426,0.0,0.0,0.0,0.0,0.0,0.0
20,220530-E3_Out,False,11,368.0,227.0,12811.455809916,0.05035490409067586,0.05035490409067586,4,7,0.7241713823767177,-21.97436589914169,111.22050170719426,,,,,,
21,220530-E3_Out,False,3,335.0,226.0,12801.584541336,0.05035490409067586,0.05035490409067586,4,-1,0.42861762328213415,-25.04933854132928,111.22050170719426,1.0,-2.0,2.23606797749979,0.010105092966855245,-1.9330968364629548,1.9331232480229896
21,220530-E3_Out,False,4,336.0,224.0,12804.469119436,0.05035490409067586,0.05035490409067586,4,0,0.4387227162489894,-26.982435377792235,111.22050170719426,1.0,-2.0,2.23606797749979,0.010105092966855356,-1.9330968364629548,1.9331232480229896
