cell_id,point_id,frame,x,y,cut
220530-E1_Out,0,3,318.88496071829405,189.67620650953984,False
220530-E1_Out,0,4,319.778198334595,184.27933383800152,False
220530-E1_Out,1,3,367.3187414500684,190.3921568627451,False
220530-E1_Out,1,4,370.8651753325272,191.98428053204353,False
220530-E1_Out,1,5,371.92749658002737,192.50889192886456,False
220530-E1_Out,1,6,373.0292207792208,194.59821428571428,False
220530-E1_Out,1,7,373.76526458616013,192.0773405698779,False
220530-E1_Out,1,8,373.4497681607419,190.8098918083462,False
220530-E1_Out,1,9,373.2867231638418,188.5430790960452,False
220530-E1_Out,1,10,373.9572192513369,188.2803666921314,False
220530-E1_Out,1,11,372.7799879445449,190.20433996383363,False
220530-E1_Out,1,12,370.8691631992603,191.85159500693482,False
220530-E1_Out,1,13,371.4915803108808,189.47085492227978,False
220530-E1_Out,1,14,371.1613976705491,189.95174708818635,False
220530-E1_Out,2,3,377.1407744874715,206.9489749430524,False
220530-E1_Out,2,4,380.91705069124424,209.04089861751152,False
220530-E1_Out,2,5,381.0,208.94899244332493,False
220530-E1_Out,3,3,312.58297872340427,221.08328267477202,False
220530-E1_Out,3,4,309.9973509933775,216.01456953642383,False
220530-E1_Out,4,3,296.36516853932585,225.66916354556804,False
220530-E1_Out,4,4,299.54600301659127,219.65082956259428,False
220530-E1_Out,4,5,295.15770609319,224.6215053763441,False
220530-E1_Out,4,6,294.2239316239316,220.15042735042735,False
220530-E1_Out,4,7,293.76951092611864,222.70499479708636,False
220530-E1_Out,4,8,292.295733911786,221.59219088937093,False
220530-E1_Out,4,9,292.2910491997629,218.18197984588025,False
220530-E1_Out,4,10,292.40037128712873,218.75680693069307,False
220530-E1_Out,4,11,290.992,217.0029090909091,False
220530-E1_Out,4,12,288.0828025477707,216.4904458598726,False
220530-E1_Out,4,13,285.32164449818623,216.7968561064087,False
220530-E1_Out,4,14,284.219512195122,219.00221729490022,False
220530-E1_Out,5,3,358.4583333333333,240.77916666666667,False
220530-E1_Out,5,4,358.19275250578255,243.1117964533539,False
220530-E1_Out,6,3,374.0722822993739,251.75583380762663,False
220530-E1_Out,6,4,371.13633633633634,249.16576576576577,False
220530-E1_Out,6,5,370.94064145524175,248.90569650550503,False
220530-E1_Out,6,6,369.93633540372673,249.06055900621118,False
220530-E1_Out,7,4,309.2479084103919,183.5147512109203,False
220530-E1_Out,7,5,306.07685916078105,179.6551724137931,False
220530-E1_Out,7,6,302.8790801186944,174.50816023738872,False
220530-E1_Out,7,7,302.9938059187887,174.95492085340675,False
220530-E1_Out,7,8,301.43532818532816,176.51447876447875,False
220530-E1_Out,7,9,301.0924015009381,176.45262664165102,False
